gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,Log_TotalCharges,Log_MonthlyCharges,Monthly_to_Total_Ratio,total_services,streaming_services,is_auto_pay
Male,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.1,8310.55,0,49-72,9.025401392718713,4.763028270603671,0.013968513694798203,8,2,1
Female,0,0,0,53,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,105.55,5682.25,0,49-72,8.645278531179455,4.668614358544626,0.018572119825803896,6,2,0
Female,0,0,0,12,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.9,1120.95,1,0-12,7.022823521809812,4.604169685654508,0.08815009581532154,5,2,1
Male,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.4,4914.9,0,49-72,8.500230128737776,4.558078578454241,0.019202994365223054,5,1,1
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,27.55,0,0-12,3.351656936102019,3.0204248861443626,0.6830122591943958,1,0,0
Female,0,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),98.3,923.5,1,0-12,6.829253050827179,4.598145571051127,0.10632774472687939,5,2,1
Male,0,0,0,17,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,93.85,1625.65,1,13-24,7.394277964224954,4.552296696381023,0.057695263271140065,4,2,0
Female,0,1,0,56,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),105.6,6068.65,0,49-72,8.711056221765077,4.669083511731744,0.017398037778125593,6,2,1
Male,0,1,1,67,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),81.35,5398.6,0,49-72,8.594080155734671,4.410978456623649,0.015065930809689605,6,2,1
Male,1,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,918.6,1,0-12,6.8239387928890265,4.620058798481842,0.10928664636798607,5,2,0
Male,0,0,0,4,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,56.4,234.85,0,0-12,5.463196009730271,4.050044303325521,0.23913504345982617,2,1,0
Male,0,0,0,19,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),65.35,1231.85,0,13-24,7.117083841262619,4.194943760778217,0.053007259601735815,4,1,1
Female,0,0,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,170.9,0,0-12,5.146912912388804,3.0421386463681466,0.11605584642233856,1,0,0
Female,0,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.25,7984.15,0,49-72,8.985338845694965,4.720728526622364,0.013932111481938349,7,2,0
Male,1,0,0,10,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,72.85,688.65,1,0-12,6.536184222521529,4.302036008977389,0.10563329224969187,2,0,0
Female,1,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),89.0,1288.3,0,13-24,7.1618547144167914,4.499809670330265,0.06902970604203831,4,1,1
Male,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,7848.5,0,49-72,8.968205114480373,4.673762977453703,0.013516784508567425,6,2,1
Male,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.05,267.0,0,0-12,5.5909869805108565,3.0469005601283903,0.0748134328358209,1,0,1
Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.2,1798.9,0,49-72,7.4954863867854336,3.265759410767051,0.014000777820990054,2,0,1
Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.55,73.55,1,0-12,4.311470041210748,4.311470041210748,0.9865861837692823,2,0,0
Female,1,0,0,23,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.4,1643.55,0,13-24,7.405222069545139,4.335982696172475,0.04584840837919188,2,0,1
Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.55,4807.45,0,49-72,8.47813006584538,4.197953544841121,0.013632251557154593,6,2,1
Female,0,0,0,26,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.7,2193.0,0,25-48,7.693481640835175,4.403054001865957,0.036782133090246125,3,0,0
Female,0,0,0,21,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,104.55,2239.4,0,13-24,7.714409700335677,4.65918477429433,0.046665773968934114,6,2,0
Male,0,1,0,60,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.15,1505.9,0,49-72,7.3178098394241085,3.224857896545748,0.016026279116066095,2,0,1
Male,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,255.35,0,0-12,5.546543698229709,3.065724645374026,0.07977374683050516,1,0,0
Male,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,1189.4,0,13-24,7.082044664078827,4.335982696172475,0.06334005376344086,2,0,0
Female,0,1,0,63,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),79.7,4786.15,0,49-72,8.473690523766843,4.390738575275903,0.016648736722266903,6,2,1
Female,1,0,0,22,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.7,1820.9,0,13-24,7.507635191571639,4.415219602029645,0.0448432954607827,3,0,0
Female,0,1,1,32,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),76.3,2404.15,0,25-48,7.7853675506573,4.3476939555933765,0.03172359312309003,6,1,1
Female,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.4,205.05,1,0-12,5.328118857784826,4.387014176184921,0.38534336326134433,3,0,0
Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,81.15,952.3,1,13-24,6.8599296494995325,4.408546844483277,0.08512535403335782,3,0,0
Female,0,1,1,68,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),103.75,7039.45,0,49-72,8.859427367563809,4.6515765588022475,0.014736273959761095,6,2,1
Female,0,1,1,30,1,No,Fiber optic,No,No,Yes,No,No,Yes,One year,0,Electronic check,86.45,2538.05,0,25-48,7.839545274303216,4.471067201464611,0.03404816762174829,3,1,0
Female,0,0,0,16,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.1,1212.85,0,13-24,7.101552405501116,4.33204826486764,0.0618692589693949,2,0,1
Male,0,0,0,33,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),80.6,2651.1,0,25-48,7.883107057985496,4.401829261970061,0.030391010897025,3,0,1
Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1304.8,0,49-72,7.174571158752533,3.0106208860477417,0.014780211364680657,1,0,1
Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,360.1,1,0-12,5.889154928283412,4.449685283147696,0.23428413181944058,3,1,0
Female,0,0,0,12,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,33.6,435.45,0,0-12,6.078673821181359,3.543853682063679,0.07698476343223737,2,0,0
Female,1,1,0,4,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,83.25,308.05,0,0-12,5.733503076105283,4.433788569232471,0.2693738877204336,3,1,0
Female,0,1,1,0,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Mailed check,80.85,1397.475,0,0-12,7.2431376361862,4.404888303817144,0.05781297484760185,6,2,0
Female,0,0,0,6,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.05,434.5,1,0-12,6.0764947962925575,4.382651439442724,0.1815154994259472,3,0,0
Female,0,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),108.05,7118.9,0,49-72,8.870648959363571,4.691806492647638,0.01517577494065928,7,2,1
Female,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,0,13-24,5.772842010587696,3.039749158970765,0.06190698397884585,1,0,0
Female,0,0,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),21.05,531.55,0,13-24,6.277676789889175,3.093312601892855,0.03952680499483617,1,0,1
Female,0,0,1,13,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,30.15,382.2,0,13-24,5.948557046096705,3.4388142452334622,0.0786795407098121,1,0,0
Male,0,0,0,24,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),79.85,2001.0,0,13-24,7.601901959875166,4.392595586023115,0.03988511488511488,2,1,1
Female,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),65.5,4919.7,0,49-72,8.501206075788788,4.197201947661808,0.013311114272359623,6,2,1
Female,0,1,1,54,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.1,5645.8,0,49-72,8.638844292010045,4.6549122778829055,0.01843521994758093,6,2,1
Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.4,215.8,1,0-12,5.378975269565491,4.32280727501391,0.34317343173431736,2,0,1
Male,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.5,77.6,0,0-12,4.364371699435161,3.068052935133617,0.2608142493638677,1,0,0
Female,1,1,1,32,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,91.35,2896.55,0,25-48,7.971620831320412,4.5255857066452485,0.03152663457058549,4,1,0
Male,1,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.05,3395.8,1,25-48,8.130589090948991,4.605670061029742,0.02915979745642958,5,2,0
Male,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,759.35,0,25-48,6.633778853586468,3.068052935133617,0.026961267837180246,1,0,1
Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,85.15,1,0-12,4.456089962973938,3.827553848801696,0.5217643644805572,1,0,0
Female,0,0,0,8,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,75.6,535.55,0,0-12,6.285159754373137,4.338597076746545,0.14090019569471623,2,0,0
Male,0,0,0,22,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,55.1,1253.15,0,13-24,7.134213331264177,4.027135812528651,0.04393413865964996,3,0,0
Female,0,0,0,15,1,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,58.95,955.15,0,13-24,6.862914804508983,4.093510881473524,0.06165350624901951,4,0,0
Male,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,2162.6,0,13-24,7.679528779997272,4.565389315976247,0.04395452024403772,4,2,0
Male,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,44.7,1,0-12,3.822098297900159,3.822098297900159,0.9781181619256017,1,0,1
Female,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.45,1813.35,0,49-72,7.503482555834499,3.2752561583043085,0.014027062033235043,2,0,1
Male,0,0,0,4,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,56.75,245.15,0,0-12,5.50594110620421,4.056123349401903,0.2305504773512086,3,0,0
Male,0,0,0,25,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,0,25-48,7.615692545014718,4.415824014257172,0.040274903931421815,7,1,1
Female,0,1,1,32,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,86.1,2723.75,0,25-48,7.910131959769421,4.467056883858457,0.03159922928709056,3,1,0
Male,1,1,0,7,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.8,220.45,0,0-12,5.400196830369207,3.427514689979529,0.13456762248814633,1,0,1
Male,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.5,365.8,0,13-24,5.9048167403823095,3.068052935133617,0.055888767720828784,1,0,0
Male,1,1,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),60.9,551.95,0,0-12,6.315267581521369,4.12552017969055,0.11013654037435572,3,1,1
Female,1,0,0,56,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),73.25,4054.2,0,49-72,8.30775528715814,4.307437777682809,0.01806322746103768,6,1,1
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,1,0-12,3.8437441646748516,3.8437441646748516,0.9785867237687366,1,0,0
Male,1,0,0,8,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,832.35,1,0-12,6.725453721988185,4.618086411254637,0.12035759284814303,5,2,1
Male,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.25,112.3,1,0-12,4.730039168033961,3.0081547935525483,0.16990291262135923,1,0,0
Male,0,0,1,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,60.65,0,0-12,4.121473229610353,3.084200921541599,0.33819951338199516,1,0,0
Female,0,0,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),77.35,5550.1,0,49-72,8.62175138530001,4.36118596880203,0.01393417520851723,6,1,1
Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.0,174.8,1,0-12,5.169346985251076,4.574710978503383,0.5460750853242321,4,2,0
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.55,90.55,1,0-12,4.51688527112052,4.51688527112052,0.9890770070999454,3,2,0
Male,0,1,0,49,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,0,49-72,8.462546913636208,4.552296696381023,0.019824253818043553,5,1,1
Male,0,0,0,58,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),70.1,4048.95,0,49-72,8.306459814345365,4.264087336809195,0.01730885566488475,5,1,1
Male,1,1,0,44,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.35,1359.7,1,25-48,7.215754552196813,3.4452142670789296,0.02230469611229514,1,0,0
Female,0,1,1,59,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),75.95,4542.35,0,49-72,8.421419904394316,4.343155860284888,0.016716739850550805,5,2,1
Male,0,0,0,71,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.05,7532.15,1,49-72,8.92706856001295,4.691806492647638,0.014343269415848616,7,2,0
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,1,0-12,4.2612704335380815,4.2612704335380815,0.9858956276445698,1,0,0
Female,0,0,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.25,888.65,0,0-12,6.790828126952845,4.334017415487521,0.08458382509975833,2,0,0
Male,1,1,0,62,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,103.75,6383.35,1,49-72,8.761604962188237,4.6515765588022475,0.016250675479884402,6,2,0
Female,0,1,1,35,1,No,DSL,Yes,No,No,Yes,No,No,One year,1,Bank transfer (automatic),54.95,1916.0,0,25-48,7.558516743045645,4.024458434757935,0.028664580073030778,3,0,1
Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.5,413.0,0,13-24,6.025865973825314,3.0204248861443626,0.04710144927536232,1,0,1
Male,0,1,1,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,808.95,0,25-48,6.696972517366147,3.0252910757955354,0.024199024631150073,1,0,0
Female,0,0,0,39,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,47.85,1886.4,0,25-48,7.542955499587233,3.888754378488792,0.025352336547631662,2,0,0
Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.6,86.6,1,0-12,4.472780997942346,4.472780997942346,0.9885844748858448,3,1,0
Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.75,1679.25,0,49-72,7.4266978708500755,3.2088254890146994,0.014134801368843921,2,0,1
Female,1,1,0,33,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.6,2656.5,1,25-48,7.885141110216103,4.401829261970061,0.030329256820319846,3,0,1
Female,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),43.8,540.95,0,0-12,6.295173746261759,3.8022081394209395,0.08081926376972044,1,0,1
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,19.75,0,0-12,3.0325462466767075,3.0325462466767075,0.9518072289156626,1,0,1
Male,0,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.15,537.35,0,25-48,6.288508906261726,3.0032042883926917,0.035571654128355154,1,0,0
Male,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,678.8,0,25-48,6.521798637262015,3.0252910757955354,0.02883200941453369,1,0,1
Female,0,1,0,56,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,0,Bank transfer (automatic),80.3,4513.65,0,49-72,8.415082943466459,4.398146016553765,0.017786539377360373,3,0,1
Female,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.35,1423.85,0,49-72,7.261821824004301,3.232778730037192,0.01708951819489771,2,0,1
Female,0,1,1,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.25,555.4,0,13-24,6.321487460049288,3.2676659890376327,0.04538102084831057,2,0,1
Female,0,1,1,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),26.1,225.55,0,0-12,5.422965671113147,3.299533727885655,0.11520635621275657,2,0,1
Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.0,268.45,0,13-24,5.596382844379506,3.044522437723423,0.07422527370569679,1,0,1
Female,0,0,0,35,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),85.3,2917.5,1,25-48,7.978825064643845,4.457829598089382,0.029227342813088916,4,0,1
Female,0,0,0,34,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.0,2416.1,1,25-48,7.7903237534512595,4.2626798770413155,0.028960324355632783,1,0,1
Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,424.45,1,0-12,6.0531474322955665,4.557029810660157,0.22164766717593137,4,2,0
Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.7,1492.1,0,49-72,7.308609774532618,3.077312260546414,0.013863773357444244,1,0,1
Male,0,0,0,2,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,70.3,132.4,0,0-12,4.893352133481524,4.26689632742025,0.5269865067466266,4,2,0
Female,0,0,0,7,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,660.9,1,0-12,6.495114487124877,4.567987394860375,0.14405499320138992,4,2,0
Male,1,1,0,27,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,1893.95,1,25-48,7.546947731944156,4.33729074083249,0.0398427399139819,2,0,0
Male,0,1,1,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.55,284.9,0,0-12,5.655642099328266,4.256321678298823,0.24326687653025533,1,0,0
Female,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,784.25,0,25-48,6.666002138418756,3.0373539482448106,0.025278573702642474,1,0,0
Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,417.7,0,13-24,6.037154673025098,3.044522437723423,0.04776689754000478,1,0,0
Female,1,1,0,53,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),95.85,5016.25,0,49-72,8.520637253818792,4.573163389853005,0.019104090886441775,4,2,1
Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.1,1612.75,1,13-24,7.386315942160852,4.511957804265912,0.05583268783888458,4,1,0
Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.95,119.75,1,0-12,4.793722292532682,4.24778070111149,0.5710144927536233,1,0,0
Male,0,1,1,32,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.55,3204.65,1,25-48,8.07267015690431,4.610655116218661,0.031054544320184674,5,2,1
Male,1,1,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.75,485.2,0,13-24,6.186620061882023,3.079613757534693,0.04267791032496915,1,0,0
Male,0,0,0,3,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,160.85,0,0-12,5.086669980372253,3.9347624923976356,0.30985480383070746,2,0,0
Female,0,1,1,71,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Mailed check,58.65,4145.25,0,49-72,8.329959590261263,4.0884941485439255,0.014145312028941814,5,2,0
Male,0,0,0,9,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.9,827.45,0,0-12,6.719556485015306,4.5736795188967205,0.11575834389522603,4,2,1
Female,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,49.5,49.5,0,0-12,3.9219733362813143,3.9219733362813143,0.9801980198019802,2,0,0
Male,0,1,1,18,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,57.45,990.85,1,13-24,6.899571886174118,4.068171687918078,0.057922064828351064,3,1,0
Male,0,1,1,12,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),53.65,696.35,1,0-12,6.547287436804703,4.000949214622548,0.07693410769341076,2,1,1
Male,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,80.1,5585.4,0,49-72,8.628090351531826,4.395682961121367,0.014338393240727481,7,1,0
Female,0,0,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.4,1601.2,0,49-72,7.379132963781016,3.2347491740244907,0.015229060042441641,2,0,1
Male,0,0,0,4,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.05,162.45,0,0-12,5.09650713317022,3.714790835898437,0.2450290608748853,2,1,0
Female,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,470.2,0,13-24,6.155282632337377,3.0204248861443626,0.04138370118845501,1,0,0
Female,0,1,1,39,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.05,2066.0,0,25-48,7.633853559681768,3.952204795060978,0.024697629414610546,2,0,1
Male,0,1,0,28,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,54.35,1426.45,0,25-48,7.2636449146470285,4.013676659154646,0.038074888787698345,3,0,0
Female,1,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.7,392.5,0,0-12,5.975081067857458,4.450852825603734,0.21524777636594664,3,1,0
Female,1,1,0,45,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,86.1,3861.45,0,25-48,8.259056976138394,4.467056883858457,0.02229155069968543,3,1,0
Male,0,0,0,37,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.35,2552.9,0,25-48,7.8453768815581215,4.267597343922845,0.027546105955597318,1,0,0
Female,1,1,0,60,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,6668.35,0,49-72,8.805277682886622,4.709530201312334,0.016493361422027633,7,2,1
Male,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,819.4,1,0-12,6.709792026198225,4.6210435351443815,0.12262311067771818,5,2,0
Female,0,0,0,47,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Credit card (automatic),94.9,4615.25,0,25-48,8.437337966166773,4.563305981889393,0.02055781207690225,5,1,1
Male,0,1,1,26,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,83.75,2070.6,1,25-48,7.636076534549736,4.43970574626056,0.04042768874300058,3,1,0
Female,1,1,1,3,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,88.3,273.75,1,0-12,5.61586159328373,4.492001487882454,0.3213830755232029,4,1,0
Female,0,1,1,50,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,0,49-72,8.177150588616483,4.259152536523347,0.01959985387922556,1,0,1
